tweet_id,user_id,timestamp,text,crisis_type,location,relevance_label,urgency_label,informative_label
00499,u5451,2024-02-23 13:27,Heavy rains trigger landslides in hilly areas of Philippines.,Landslide,Philippines,0,Low,Unsure
00500,u6502,2023-10-07 09:49,"New variant detected in Texas, authorities issue new safety guidelines.",Pandemic,Texas,1,Medium,Informative
00501,u6238,2023-11-05 01:08,"New variant detected in California, authorities issue new safety guidelines.",Pandemic,California,1,Medium,Informative
00502,u9849,2023-05-16 06:16,Black smoke billowing from the explosion site in Nevada.,Explosion,Nevada,0,High,Not informative
00503,u2320,2023-12-21 09:10,"New variant detected in California, authorities issue new safety guidelines.",Pandemic,California,0,Low,Informative
00504,u3267,2024-04-07 18:11,Flash flood warning issued in Brazil. Residents advised to evacuate.,Flood,Brazil,0,Medium,Unsure
00505,u3471,2024-01-27 07:23,"Landslide blocks main road in Texas, travelers stranded.",Landslide,Texas,1,High,Unsure
00506,u4788,2024-05-19 22:37,Black smoke billowing from the explosion site in Turkey.,Explosion,Turkey,0,Low,Informative
00507,u7275,2024-10-31 07:30,"Water levels are rising fast in Japan, homes are being flooded.",Flood,Japan,0,Medium,Unsure
00508,u3503,2024-04-14 20:44,Evacuation orders in effect due to the fire near California.,Fire,California,0,High,Unsure
00509,u4505,2024-11-08 17:04,Major damage reported in Texas after hurricane landfall. #storm,Hurricane,Texas,0,Low,Informative
00510,u2052,2023-05-07 03:29,"Water levels are rising fast in Philippines, homes are being flooded.",Flood,Philippines,0,Low,Informative
00511,u7797,2024-02-09 01:48,Loud explosion heard near downtown Nevada. Emergency services en route.,Explosion,Nevada,1,Medium,Informative
00512,u7678,2023-05-02 12:11,Massive earthquake reported near California. Buildings are damaged and people are panicking.,Earthquake,California,0,High,Not informative
00513,u6421,2023-12-23 13:06,Flash flood warning issued in Brazil. Residents advised to evacuate.,Flood,Brazil,0,Low,Informative
00514,u9890,2023-07-30 07:45,Flash flood warning issued in Nevada. Residents advised to evacuate.,Flood,Nevada,0,Medium,Informative
00515,u8633,2023-04-13 03:51,Massive explosion reported at the chemical plant in Florida. Stay away!,Explosion,Florida,0,High,Not informative
00516,u7812,2023-05-17 05:47,COVID-19 cases rising again in Turkey. Please wear masks and stay safe.,Pandemic,Turkey,1,Low,Unsure
00517,u2020,2023-08-18 01:41,Massive earthquake reported near Florida. Buildings are damaged and people are panicking.,Earthquake,Florida,0,Medium,Unsure
00518,u4388,2024-09-05 02:45,Major damage reported in Florida after hurricane landfall. #storm,Hurricane,Florida,0,Low,Informative
00519,u7883,2023-11-25 09:48,Aftershocks continue to rattle Nevada following the initial quake.,Earthquake,Nevada,1,High,Not informative
00520,u7381,2024-03-27 00:58,"Hurricane approaching Nevada, winds are getting stronger by the minute.",Hurricane,Nevada,0,Medium,Informative
00521,u1320,2023-02-09 00:55,Sky is filled with smoke as forest fire rages in Philippines.,Fire,Philippines,1,Medium,Unsure
00522,u7232,2024-09-22 06:05,"New variant detected in Turkey, authorities issue new safety guidelines.",Pandemic,Turkey,1,Low,Not informative
00523,u8814,2023-09-19 10:39,Evacuation orders in effect due to the fire near Japan.,Fire,Japan,0,High,Informative
00524,u1096,2024-11-24 02:38,Roads in Texas are completely submerged after hours of heavy rain. #flood,Flood,Texas,1,Medium,Unsure
00525,u6763,2023-01-07 23:28,"Water levels are rising fast in Nevada, homes are being flooded.",Flood,Nevada,0,High,Unsure
00526,u5892,2023-12-19 21:09,Vaccination centers in New York are overwhelmed with long queues.,Pandemic,New York,1,High,Unsure
00527,u7389,2023-04-10 10:07,"Landslide blocks main road in New York, travelers stranded.",Landslide,New York,1,Low,Informative
00528,u7865,2023-05-23 02:07,Sky is filled with smoke as forest fire rages in Nevada.,Fire,Nevada,0,High,Not informative
00529,u9818,2024-08-16 14:55,Aftershocks continue to rattle Texas following the initial quake.,Earthquake,Texas,1,Low,Unsure
00530,u9947,2023-10-07 13:54,Wildfire spreading rapidly through California. Stay safe everyone. #firealert,Fire,California,0,High,Not informative
00531,u4613,2024-02-13 22:21,"Hurricane approaching Brazil, winds are getting stronger by the minute.",Hurricane,Brazil,1,Low,Unsure
00532,u8999,2024-01-04 01:10,Black smoke billowing from the explosion site in Philippines.,Explosion,Philippines,1,Low,Informative
00533,u4595,2024-04-20 13:13,Roads in Philippines are completely submerged after hours of heavy rain. #flood,Flood,Philippines,1,Medium,Unsure
00534,u5471,2023-12-27 10:13,Just felt the ground shake in Texas! Hope everyone's okay. #earthquake,Earthquake,Texas,0,Low,Unsure
00535,u8140,2023-10-25 22:08,Roads in Florida are completely submerged after hours of heavy rain. #flood,Flood,Florida,0,Medium,Not informative
00536,u8956,2024-05-13 13:56,Evacuation orders in effect due to the fire near Philippines.,Fire,Philippines,0,Low,Unsure
00537,u1475,2023-12-25 01:31,COVID-19 cases rising again in Turkey. Please wear masks and stay safe.,Pandemic,Turkey,0,High,Informative
00538,u7371,2023-10-30 15:40,Just felt the ground shake in Philippines! Hope everyone's okay. #earthquake,Earthquake,Philippines,1,Medium,Unsure
00539,u6507,2024-06-01 02:38,Homes buried under debris after landslide hits Turkey.,Landslide,Turkey,0,High,Not informative
00540,u7624,2024-09-03 14:10,Massive explosion reported at the chemical plant in Nevada. Stay away!,Explosion,Nevada,0,High,Not informative
00541,u3704,2023-11-20 04:52,COVID-19 cases rising again in New York. Please wear masks and stay safe.,Pandemic,New York,1,High,Unsure
00542,u8657,2023-12-22 20:38,Homes buried under debris after landslide hits Nevada.,Landslide,Nevada,0,High,Unsure
00543,u3091,2023-05-02 18:57,Massive explosion reported at the chemical plant in Brazil. Stay away!,Explosion,Brazil,0,Medium,Informative
00544,u9751,2023-03-02 04:46,Sky is filled with smoke as forest fire rages in Florida.,Fire,Florida,1,High,Informative
00545,u1441,2024-02-16 17:02,Power out and trees down everywhere in New York. This hurricane is no joke.,Hurricane,New York,1,Low,Informative
00546,u7455,2023-01-23 11:19,Homes buried under debris after landslide hits Texas.,Landslide,Texas,0,Low,Unsure
00547,u1444,2024-08-02 13:01,Vaccination centers in Nevada are overwhelmed with long queues.,Pandemic,Nevada,0,High,Informative
00548,u2375,2024-07-08 04:25,Vaccination centers in Brazil are overwhelmed with long queues.,Pandemic,Brazil,1,High,Unsure
00549,u8022,2023-06-10 14:01,Sky is filled with smoke as forest fire rages in Turkey.,Fire,Turkey,0,Low,Not informative
00550,u3223,2023-08-01 16:38,Massive earthquake reported near Philippines. Buildings are damaged and people are panicking.,Earthquake,Philippines,0,Low,Informative
00551,u8564,2023-01-24 19:23,Heavy rains trigger landslides in hilly areas of Japan.,Landslide,Japan,0,Low,Informative
00552,u3977,2023-07-20 03:24,Black smoke billowing from the explosion site in California.,Explosion,California,1,High,Not informative
00553,u1823,2023-06-13 17:25,Evacuation orders in effect due to the fire near New York.,Fire,New York,1,Low,Informative
00554,u5262,2024-01-27 11:23,COVID-19 cases rising again in California. Please wear masks and stay safe.,Pandemic,California,0,Medium,Not informative
00555,u7211,2023-07-30 04:52,Roads in Japan are completely submerged after hours of heavy rain. #flood,Flood,Japan,1,High,Unsure
00556,u6363,2023-05-03 11:39,Flash flood warning issued in California. Residents advised to evacuate.,Flood,California,0,Low,Informative
00557,u4467,2024-07-22 12:25,COVID-19 cases rising again in Texas. Please wear masks and stay safe.,Pandemic,Texas,1,Low,Unsure
00558,u8449,2023-11-30 00:16,Just felt the ground shake in India! Hope everyone's okay. #earthquake,Earthquake,India,1,High,Unsure
00559,u6355,2024-02-16 21:27,Homes buried under debris after landslide hits California.,Landslide,California,1,Medium,Not informative
00560,u6529,2024-06-24 16:26,Vaccination centers in Texas are overwhelmed with long queues.,Pandemic,Texas,1,Low,Informative
00561,u7211,2024-07-16 13:14,Roads in India are completely submerged after hours of heavy rain. #flood,Flood,India,0,Low,Unsure
00562,u5558,2024-07-11 17:24,"Hurricane approaching India, winds are getting stronger by the minute.",Hurricane,India,0,Medium,Unsure
00563,u7906,2023-12-27 16:13,"New variant detected in New York, authorities issue new safety guidelines.",Pandemic,New York,0,High,Informative
00564,u5133,2024-02-05 07:09,COVID-19 cases rising again in Brazil. Please wear masks and stay safe.,Pandemic,Brazil,0,High,Not informative
00565,u2341,2024-01-07 22:58,Major damage reported in Brazil after hurricane landfall. #storm,Hurricane,Brazil,0,Low,Not informative
00566,u8705,2023-03-24 10:30,Massive earthquake reported near Japan. Buildings are damaged and people are panicking.,Earthquake,Japan,1,High,Unsure
00567,u1317,2024-02-22 00:54,Wildfire spreading rapidly through Brazil. Stay safe everyone. #firealert,Fire,Brazil,1,Medium,Not informative
00568,u9837,2023-03-25 03:54,Roads in Turkey are completely submerged after hours of heavy rain. #flood,Flood,Turkey,0,High,Informative
00569,u1853,2023-07-15 01:41,Roads in Nevada are completely submerged after hours of heavy rain. #flood,Flood,Nevada,1,Low,Not informative
00570,u6733,2024-07-18 10:04,Loud explosion heard near downtown Turkey. Emergency services en route.,Explosion,Turkey,0,High,Not informative
00571,u4673,2024-01-31 11:28,Evacuation orders in effect due to the fire near Florida.,Fire,Florida,1,Low,Unsure
00572,u2124,2024-08-22 11:54,Wildfire spreading rapidly through Philippines. Stay safe everyone. #firealert,Fire,Philippines,1,Medium,Unsure
00573,u1659,2023-09-25 03:22,Wildfire spreading rapidly through Texas. Stay safe everyone. #firealert,Fire,Texas,1,Medium,Informative
00574,u1508,2024-01-30 16:53,Sky is filled with smoke as forest fire rages in Japan.,Fire,Japan,0,Low,Unsure
00575,u5051,2024-08-22 00:10,Roads in Brazil are completely submerged after hours of heavy rain. #flood,Flood,Brazil,1,High,Not informative
00576,u4266,2024-07-05 01:47,"Landslide blocks main road in New York, travelers stranded.",Landslide,New York,0,Medium,Informative
00577,u1333,2023-01-31 07:11,Vaccination centers in Texas are overwhelmed with long queues.,Pandemic,Texas,1,High,Informative
00578,u3496,2024-07-07 10:02,"New variant detected in Japan, authorities issue new safety guidelines.",Pandemic,Japan,0,High,Informative
00579,u4908,2024-06-07 13:05,Major damage reported in Texas after hurricane landfall. #storm,Hurricane,Texas,0,Low,Informative
00580,u3068,2023-11-18 09:26,Vaccination centers in Japan are overwhelmed with long queues.,Pandemic,Japan,1,High,Unsure
00581,u8758,2024-02-02 20:12,Homes buried under debris after landslide hits Nevada.,Landslide,Nevada,0,Low,Informative
00582,u2874,2023-06-09 03:17,"Landslide blocks main road in Japan, travelers stranded.",Landslide,Japan,0,Low,Informative
00583,u4571,2023-11-06 14:07,Massive explosion reported at the chemical plant in Japan. Stay away!,Explosion,Japan,0,High,Not informative
00584,u8619,2023-03-16 13:51,Aftershocks continue to rattle Florida following the initial quake.,Earthquake,Florida,1,High,Unsure
00585,u5198,2024-06-19 22:20,Just felt the ground shake in Florida! Hope everyone's okay. #earthquake,Earthquake,Florida,1,Medium,Unsure
00586,u7043,2024-08-27 10:32,Black smoke billowing from the explosion site in New York.,Explosion,New York,1,Low,Informative
00587,u3749,2024-04-20 23:44,Sky is filled with smoke as forest fire rages in Brazil.,Fire,Brazil,0,High,Informative
00588,u2876,2024-07-01 02:42,"Hurricane approaching Nevada, winds are getting stronger by the minute.",Hurricane,Nevada,0,High,Informative
00589,u3683,2023-06-30 05:55,Roads in Turkey are completely submerged after hours of heavy rain. #flood,Flood,Turkey,0,High,Informative
00590,u6096,2023-08-05 18:50,Black smoke billowing from the explosion site in India.,Explosion,India,1,Medium,Unsure
00591,u2771,2024-09-29 00:24,Vaccination centers in New York are overwhelmed with long queues.,Pandemic,New York,0,Medium,Not informative
00592,u1420,2023-01-24 11:16,COVID-19 cases rising again in Turkey. Please wear masks and stay safe.,Pandemic,Turkey,0,High,Not informative
00593,u6111,2023-11-24 11:38,"Water levels are rising fast in Turkey, homes are being flooded.",Flood,Turkey,1,High,Informative
00594,u7149,2023-07-11 09:01,Just felt the ground shake in Japan! Hope everyone's okay. #earthquake,Earthquake,Japan,1,High,Unsure
00595,u7498,2023-09-11 19:49,Loud explosion heard near downtown Japan. Emergency services en route.,Explosion,Japan,0,Medium,Informative
00596,u4249,2024-09-19 20:01,Evacuation orders in effect due to the fire near California.,Fire,California,0,Medium,Not informative
00597,u2245,2024-08-17 17:21,Major damage reported in Texas after hurricane landfall. #storm,Hurricane,Texas,1,High,Unsure
00598,u4978,2023-03-05 08:08,"Landslide blocks main road in Japan, travelers stranded.",Landslide,Japan,1,Medium,Unsure
00599,u2669,2023-11-16 17:18,Massive earthquake reported near Texas. Buildings are damaged and people are panicking.,Earthquake,Texas,0,High,Informative
00600,u5941,2024-09-22 02:02,Major damage reported in Turkey after hurricane landfall. #storm,Hurricane,Turkey,0,Medium,Unsure
00601,u2983,2023-03-27 11:28,Wildfire spreading rapidly through Japan. Stay safe everyone. #firealert,Fire,Japan,0,High,Unsure
00602,u1672,2024-07-18 19:08,"New variant detected in Japan, authorities issue new safety guidelines.",Pandemic,Japan,1,Medium,Informative
00603,u6688,2024-08-14 04:47,Loud explosion heard near downtown New York. Emergency services en route.,Explosion,New York,1,High,Not informative
00604,u9728,2023-06-22 12:55,Evacuation orders in effect due to the fire near Nevada.,Fire,Nevada,1,Medium,Informative
00605,u8018,2023-06-02 19:53,Massive earthquake reported near Turkey. Buildings are damaged and people are panicking.,Earthquake,Turkey,1,Low,Not informative
00606,u7071,2024-08-13 08:03,COVID-19 cases rising again in Brazil. Please wear masks and stay safe.,Pandemic,Brazil,1,High,Unsure
00607,u2129,2024-06-21 02:43,Heavy rains trigger landslides in hilly areas of Brazil.,Landslide,Brazil,0,High,Not informative
00608,u9289,2024-03-04 02:42,Homes buried under debris after landslide hits New York.,Landslide,New York,1,Low,Informative
00609,u6590,2024-05-16 19:28,Wildfire spreading rapidly through Philippines. Stay safe everyone. #firealert,Fire,Philippines,0,Medium,Not informative
00610,u1207,2023-09-13 07:43,COVID-19 cases rising again in Texas. Please wear masks and stay safe.,Pandemic,Texas,0,Medium,Informative
00611,u7882,2024-09-18 23:54,"Landslide blocks main road in India, travelers stranded.",Landslide,India,0,Medium,Unsure
00612,u9031,2024-06-01 13:19,"New variant detected in Texas, authorities issue new safety guidelines.",Pandemic,Texas,1,Low,Not informative
00613,u2729,2024-03-20 09:05,"Hurricane approaching Turkey, winds are getting stronger by the minute.",Hurricane,Turkey,0,Medium,Not informative
00614,u8102,2024-04-05 18:28,Major damage reported in Philippines after hurricane landfall. #storm,Hurricane,Philippines,1,High,Informative
00615,u6934,2023-11-08 18:45,Aftershocks continue to rattle Texas following the initial quake.,Earthquake,Texas,0,High,Informative
00616,u8532,2023-05-01 20:44,Sky is filled with smoke as forest fire rages in Nevada.,Fire,Nevada,0,Medium,Not informative
00617,u3506,2024-03-24 16:01,Massive explosion reported at the chemical plant in Philippines. Stay away!,Explosion,Philippines,1,High,Informative
00618,u8135,2023-04-12 09:18,Roads in Japan are completely submerged after hours of heavy rain. #flood,Flood,Japan,1,High,Informative
00619,u3885,2024-07-25 12:14,Evacuation orders in effect due to the fire near India.,Fire,India,0,Low,Not informative
00620,u9548,2023-05-31 10:56,COVID-19 cases rising again in Brazil. Please wear masks and stay safe.,Pandemic,Brazil,1,Low,Not informative
00621,u5425,2024-08-15 09:27,Just felt the ground shake in India! Hope everyone's okay. #earthquake,Earthquake,India,1,Low,Unsure
00622,u9817,2023-05-31 16:35,Aftershocks continue to rattle Florida following the initial quake.,Earthquake,Florida,1,Low,Not informative
00623,u8921,2024-08-09 12:05,"Water levels are rising fast in Brazil, homes are being flooded.",Flood,Brazil,1,High,Not informative
00624,u8616,2023-02-13 05:21,Heavy rains trigger landslides in hilly areas of Florida.,Landslide,Florida,1,High,Informative
00625,u8136,2024-02-20 02:46,"New variant detected in Philippines, authorities issue new safety guidelines.",Pandemic,Philippines,0,Medium,Not informative
00626,u5397,2023-09-13 10:56,COVID-19 cases rising again in New York. Please wear masks and stay safe.,Pandemic,New York,1,Medium,Not informative
00627,u6280,2024-01-23 14:16,Just felt the ground shake in Japan! Hope everyone's okay. #earthquake,Earthquake,Japan,1,Medium,Unsure
00628,u5022,2023-07-24 16:19,Black smoke billowing from the explosion site in India.,Explosion,India,0,Low,Not informative
00629,u2419,2024-03-10 14:50,Massive earthquake reported near Texas. Buildings are damaged and people are panicking.,Earthquake,Texas,1,Low,Not informative
00630,u5569,2024-01-28 07:39,Roads in Turkey are completely submerged after hours of heavy rain. #flood,Flood,Turkey,1,Low,Unsure
00631,u8385,2023-05-03 14:36,Loud explosion heard near downtown Florida. Emergency services en route.,Explosion,Florida,0,High,Unsure
00632,u4995,2023-08-24 16:15,Black smoke billowing from the explosion site in Brazil.,Explosion,Brazil,0,High,Not informative
00633,u8613,2024-05-27 16:13,"Landslide blocks main road in India, travelers stranded.",Landslide,India,0,Low,Unsure
00634,u7209,2023-08-02 02:09,Flash flood warning issued in India. Residents advised to evacuate.,Flood,India,1,Low,Unsure
00635,u6511,2023-07-30 16:27,Homes buried under debris after landslide hits Brazil.,Landslide,Brazil,0,Medium,Informative
00636,u1470,2024-02-22 01:16,Black smoke billowing from the explosion site in Turkey.,Explosion,Turkey,0,High,Informative
00637,u9098,2023-07-14 16:09,"Hurricane approaching Philippines, winds are getting stronger by the minute.",Hurricane,Philippines,0,High,Unsure
00638,u6325,2024-11-24 12:20,Homes buried under debris after landslide hits Florida.,Landslide,Florida,1,Low,Not informative
00639,u3979,2024-09-16 18:55,Aftershocks continue to rattle New York following the initial quake.,Earthquake,New York,1,High,Informative
00640,u8988,2024-01-10 14:03,Roads in Texas are completely submerged after hours of heavy rain. #flood,Flood,Texas,1,Low,Unsure
00641,u4475,2024-10-17 11:21,"New variant detected in Brazil, authorities issue new safety guidelines.",Pandemic,Brazil,0,High,Unsure
00642,u6813,2024-05-09 15:36,Heavy rains trigger landslides in hilly areas of Japan.,Landslide,Japan,0,Low,Informative
00643,u5232,2024-08-16 14:19,Massive explosion reported at the chemical plant in Texas. Stay away!,Explosion,Texas,0,Low,Unsure
00644,u6576,2023-03-11 08:10,Loud explosion heard near downtown Brazil. Emergency services en route.,Explosion,Brazil,1,High,Not informative
00645,u5581,2023-04-09 17:35,"Landslide blocks main road in Brazil, travelers stranded.",Landslide,Brazil,0,High,Not informative
00646,u5526,2024-06-30 04:50,"Hurricane approaching Japan, winds are getting stronger by the minute.",Hurricane,Japan,1,Medium,Unsure
00647,u1166,2024-07-26 02:56,Black smoke billowing from the explosion site in Turkey.,Explosion,Turkey,1,High,Unsure
00648,u9464,2023-10-27 17:09,"Landslide blocks main road in Philippines, travelers stranded.",Landslide,Philippines,1,High,Not informative
00649,u4130,2024-10-31 00:38,Just felt the ground shake in Texas! Hope everyone's okay. #earthquake,Earthquake,Texas,1,High,Informative
00650,u2402,2023-02-13 04:05,Massive explosion reported at the chemical plant in Japan. Stay away!,Explosion,Japan,0,Medium,Not informative
00651,u4954,2023-07-21 22:34,Loud explosion heard near downtown New York. Emergency services en route.,Explosion,New York,0,High,Unsure
00652,u7658,2024-09-23 08:45,"Water levels are rising fast in Nevada, homes are being flooded.",Flood,Nevada,0,High,Unsure
00653,u9004,2024-04-22 14:37,Just felt the ground shake in India! Hope everyone's okay. #earthquake,Earthquake,India,1,High,Unsure
00654,u4937,2023-04-03 09:31,Major damage reported in Texas after hurricane landfall. #storm,Hurricane,Texas,1,Low,Unsure
00655,u8800,2024-05-25 18:19,Black smoke billowing from the explosion site in Brazil.,Explosion,Brazil,0,Low,Not informative
00656,u9041,2024-09-22 15:49,Wildfire spreading rapidly through Texas. Stay safe everyone. #firealert,Fire,Texas,1,High,Informative
00657,u8342,2023-04-07 14:56,Just felt the ground shake in Brazil! Hope everyone's okay. #earthquake,Earthquake,Brazil,0,Medium,Unsure
00658,u1282,2023-07-01 19:25,Aftershocks continue to rattle India following the initial quake.,Earthquake,India,0,Medium,Informative
00659,u2524,2023-04-17 11:47,Just felt the ground shake in Turkey! Hope everyone's okay. #earthquake,Earthquake,Turkey,0,Medium,Not informative
00660,u5820,2024-06-02 00:31,Aftershocks continue to rattle Japan following the initial quake.,Earthquake,Japan,1,High,Informative
00661,u4630,2023-08-23 13:02,"Water levels are rising fast in California, homes are being flooded.",Flood,California,1,High,Not informative
00662,u7625,2024-08-26 06:46,"Landslide blocks main road in Texas, travelers stranded.",Landslide,Texas,0,Medium,Not informative
00663,u4986,2023-06-30 06:19,Wildfire spreading rapidly through Florida. Stay safe everyone. #firealert,Fire,Florida,0,Low,Informative
00664,u6016,2024-07-08 11:42,"New variant detected in New York, authorities issue new safety guidelines.",Pandemic,New York,1,Low,Informative
00665,u7046,2024-09-06 06:12,Massive earthquake reported near Brazil. Buildings are damaged and people are panicking.,Earthquake,Brazil,0,Low,Unsure
00666,u8753,2024-05-07 10:03,"New variant detected in California, authorities issue new safety guidelines.",Pandemic,California,0,Medium,Unsure
00667,u9698,2023-10-13 22:56,Homes buried under debris after landslide hits New York.,Landslide,New York,1,Medium,Unsure
00668,u6632,2023-12-23 09:54,Flash flood warning issued in New York. Residents advised to evacuate.,Flood,New York,1,Low,Informative
00669,u7971,2023-04-14 12:37,Evacuation orders in effect due to the fire near Japan.,Fire,Japan,0,Medium,Not informative
00670,u6419,2024-02-25 11:14,Power out and trees down everywhere in Philippines. This hurricane is no joke.,Hurricane,Philippines,1,Medium,Informative
00671,u6764,2024-04-05 12:01,Power out and trees down everywhere in Nevada. This hurricane is no joke.,Hurricane,Nevada,1,Low,Not informative
00672,u8434,2023-07-15 16:10,Major damage reported in India after hurricane landfall. #storm,Hurricane,India,0,Medium,Unsure
00673,u5438,2024-04-02 03:49,Massive explosion reported at the chemical plant in Brazil. Stay away!,Explosion,Brazil,0,High,Not informative
00674,u6023,2023-10-29 15:06,Power out and trees down everywhere in Brazil. This hurricane is no joke.,Hurricane,Brazil,0,Medium,Not informative
00675,u5118,2023-10-01 04:36,"Hurricane approaching Japan, winds are getting stronger by the minute.",Hurricane,Japan,1,High,Unsure
00676,u4777,2023-11-26 03:07,Sky is filled with smoke as forest fire rages in Florida.,Fire,Florida,0,High,Not informative
00677,u2976,2023-02-24 23:44,Massive earthquake reported near Florida. Buildings are damaged and people are panicking.,Earthquake,Florida,1,Low,Unsure
00678,u4155,2024-04-06 09:26,Power out and trees down everywhere in Turkey. This hurricane is no joke.,Hurricane,Turkey,1,Low,Unsure
00679,u6169,2024-08-01 14:37,Massive explosion reported at the chemical plant in Nevada. Stay away!,Explosion,Nevada,0,Medium,Informative
00680,u2958,2024-10-02 21:18,Massive earthquake reported near Brazil. Buildings are damaged and people are panicking.,Earthquake,Brazil,0,Medium,Not informative
00681,u9779,2024-07-13 21:13,"New variant detected in Nevada, authorities issue new safety guidelines.",Pandemic,Nevada,0,High,Unsure
00682,u4033,2023-03-09 18:56,Massive earthquake reported near India. Buildings are damaged and people are panicking.,Earthquake,India,0,Low,Informative
00683,u4138,2023-10-21 08:19,Massive explosion reported at the chemical plant in Turkey. Stay away!,Explosion,Turkey,0,Low,Unsure
00684,u4545,2024-01-11 10:59,Loud explosion heard near downtown Texas. Emergency services en route.,Explosion,Texas,0,Medium,Not informative
00685,u8933,2024-06-29 23:44,Vaccination centers in Brazil are overwhelmed with long queues.,Pandemic,Brazil,0,High,Informative
00686,u5530,2023-07-22 14:20,Aftershocks continue to rattle California following the initial quake.,Earthquake,California,1,High,Informative
00687,u9595,2024-05-20 20:49,Heavy rains trigger landslides in hilly areas of Brazil.,Landslide,Brazil,0,Low,Not informative
00688,u5636,2024-11-12 19:39,Loud explosion heard near downtown Philippines. Emergency services en route.,Explosion,Philippines,1,Medium,Not informative
00689,u2647,2024-09-30 20:13,COVID-19 cases rising again in India. Please wear masks and stay safe.,Pandemic,India,0,Medium,Not informative
00690,u4180,2023-09-26 17:59,Massive earthquake reported near New York. Buildings are damaged and people are panicking.,Earthquake,New York,0,Medium,Not informative
00691,u5853,2023-11-28 02:22,Black smoke billowing from the explosion site in Nevada.,Explosion,Nevada,1,Medium,Unsure
00692,u4727,2024-11-22 22:53,Homes buried under debris after landslide hits California.,Landslide,California,1,Low,Informative
00693,u6912,2023-12-22 09:11,Just felt the ground shake in Turkey! Hope everyone's okay. #earthquake,Earthquake,Turkey,0,Low,Informative
00694,u3939,2023-08-27 07:47,Evacuation orders in effect due to the fire near Philippines.,Fire,Philippines,1,Medium,Not informative
00695,u5952,2024-02-28 18:24,Vaccination centers in California are overwhelmed with long queues.,Pandemic,California,0,Medium,Not informative
00696,u1231,2023-01-02 19:13,Just felt the ground shake in California! Hope everyone's okay. #earthquake,Earthquake,California,1,Low,Informative
00697,u9751,2024-09-24 17:15,Evacuation orders in effect due to the fire near Philippines.,Fire,Philippines,1,High,Not informative
00698,u3073,2024-07-17 16:59,Homes buried under debris after landslide hits Turkey.,Landslide,Turkey,1,Low,Unsure
00699,u5494,2024-09-08 21:19,Loud explosion heard near downtown Texas. Emergency services en route.,Explosion,Texas,1,Medium,Informative
00700,u1745,2024-06-17 13:16,Evacuation orders in effect due to the fire near Nevada.,Fire,Nevada,0,Medium,Informative
00701,u1893,2023-03-09 19:46,Vaccination centers in California are overwhelmed with long queues.,Pandemic,California,1,High,Not informative
00702,u5786,2024-06-16 05:57,Just felt the ground shake in Florida! Hope everyone's okay. #earthquake,Earthquake,Florida,1,Low,Unsure
00703,u3068,2023-11-30 19:58,Wildfire spreading rapidly through India. Stay safe everyone. #firealert,Fire,India,1,Medium,Not informative
00704,u9042,2024-04-07 06:38,Heavy rains trigger landslides in hilly areas of Brazil.,Landslide,Brazil,0,Medium,Unsure
00705,u2680,2024-04-28 14:45,Major damage reported in India after hurricane landfall. #storm,Hurricane,India,0,Low,Unsure
00706,u1200,2024-05-22 18:00,Power out and trees down everywhere in Turkey. This hurricane is no joke.,Hurricane,Turkey,0,High,Unsure
00707,u5658,2023-09-18 20:23,Power out and trees down everywhere in India. This hurricane is no joke.,Hurricane,India,1,Medium,Not informative
00708,u8690,2024-09-11 00:41,"Landslide blocks main road in India, travelers stranded.",Landslide,India,1,High,Unsure
00709,u8843,2023-02-16 02:47,Massive explosion reported at the chemical plant in India. Stay away!,Explosion,India,1,High,Not informative
00710,u8216,2024-08-02 09:28,Just felt the ground shake in India! Hope everyone's okay. #earthquake,Earthquake,India,1,Low,Not informative
00711,u6582,2024-01-25 03:44,Power out and trees down everywhere in Philippines. This hurricane is no joke.,Hurricane,Philippines,0,Medium,Informative
00712,u4020,2023-10-17 14:35,Flash flood warning issued in Florida. Residents advised to evacuate.,Flood,Florida,1,Low,Not informative
00713,u1841,2023-06-08 14:51,COVID-19 cases rising again in New York. Please wear masks and stay safe.,Pandemic,New York,0,Medium,Unsure
00714,u5136,2023-11-09 20:33,Flash flood warning issued in Japan. Residents advised to evacuate.,Flood,Japan,1,Medium,Not informative
00715,u8827,2024-08-23 15:15,Flash flood warning issued in New York. Residents advised to evacuate.,Flood,New York,0,Low,Unsure
00716,u2869,2023-06-04 06:22,Massive explosion reported at the chemical plant in Florida. Stay away!,Explosion,Florida,0,Low,Not informative
00717,u2070,2023-12-27 05:46,Major damage reported in Philippines after hurricane landfall. #storm,Hurricane,Philippines,0,Low,Not informative
00718,u7565,2023-07-15 13:01,Homes buried under debris after landslide hits India.,Landslide,India,1,Medium,Unsure
00719,u9056,2023-08-24 02:28,Heavy rains trigger landslides in hilly areas of Turkey.,Landslide,Turkey,0,Medium,Not informative
00720,u2213,2024-08-26 04:21,Heavy rains trigger landslides in hilly areas of India.,Landslide,India,0,High,Not informative
00721,u1878,2023-07-26 12:08,Vaccination centers in New York are overwhelmed with long queues.,Pandemic,New York,0,High,Informative
00722,u3485,2023-09-03 22:41,Evacuation orders in effect due to the fire near Nevada.,Fire,Nevada,0,High,Informative
00723,u3444,2024-02-03 12:56,Massive explosion reported at the chemical plant in New York. Stay away!,Explosion,New York,1,Medium,Unsure
