timestamp,text,crisis_type,urgency_label
2023-12-23 13:06,Flash flood warning issued in Brazil. Residents advised to evacuate.,Flood,Low
2023-07-30 07:45,Flash flood warning issued in Nevada. Residents advised to evacuate.,Flood,Medium
2023-04-13 03:51,Massive explosion reported at the chemical plant in Florida. Stay away!,Explosion,High
2023-05-17 05:47,COVID-19 cases rising again in Turkey. Please wear masks and stay safe.,Pandemic,Low
2023-08-18 01:41,Massive earthquake reported near Florida. Buildings are damaged and people are panicking.,Earthquake,Medium
2024-09-05 02:45,Major damage reported in Florida after hurricane landfall. #storm,Hurricane,Low
2023-11-25 09:48,Aftershocks continue to rattle Nevada following the initial quake.,Earthquake,High
2024-03-27 00:58,"Hurricane approaching Nevada, winds are getting stronger by the minute.",Hurricane,Medium
2023-02-09 00:55,Sky is filled with smoke as forest fire rages in Philippines.,Wildfire,Medium
2024-09-22 06:05,"New variant detected in Turkey, authorities issue new safety guidelines.",Pandemic,Low
2023-09-19 10:39,Evacuation orders in effect due to the fire near Japan.,Wildfire,High
2024-11-24 02:38,Roads in Texas are completely submerged after hours of heavy rain. #flood,Flood,Medium
2023-01-07 23:28,"Water levels are rising fast in Nevada, homes are being flooded.",Flood,High
2023-12-19 21:09,Vaccination centers in New York are overwhelmed with long queues.,Pandemic,High
2023-04-10 10:07,"Landslide blocks main road in New York, travelers stranded.",Landslide,Low
2023-05-23 02:07,Sky is filled with smoke as forest fire rages in Nevada.,Wildfire,High
2024-08-16 14:55,Aftershocks continue to rattle Texas following the initial quake.,Earthquake,Low
2023-10-07 13:54,Wildfire spreading rapidly through California. Stay safe everyone. #firealert,Wildfire,High
2024-02-13 22:21,"Hurricane approaching Brazil, winds are getting stronger by the minute.",Hurricane,Low
2024-01-04 01:10,Black smoke billowing from the explosion site in Philippines.,Explosion,Low
2024-04-20 13:13,Roads in Philippines are completely submerged after hours of heavy rain. #flood,Flood,Medium
2023-12-27 10:13,Just felt the ground shake in Texas! Hope everyone's okay. #earthquake,Earthquake,Low
2023-10-25 22:08,Roads in Florida are completely submerged after hours of heavy rain. #flood,Flood,Medium
2024-05-13 13:56,Evacuation orders in effect due to the fire near Philippines.,Wildfire,Low
2023-12-25 01:31,COVID-19 cases rising again in Turkey. Please wear masks and stay safe.,Pandemic,High
2023-10-30 15:40,Just felt the ground shake in Philippines! Hope everyone's okay. #earthquake,Earthquake,Medium
2024-09-03 14:10,Massive explosion reported at the chemical plant in Nevada. Stay away!,Explosion,High
2023-11-20 04:52,COVID-19 cases rising again in New York. Please wear masks and stay safe.,Pandemic,High
2023-05-02 18:57,Massive explosion reported at the chemical plant in Brazil. Stay away!,Explosion,Medium
2023-03-02 04:46,Sky is filled with smoke as forest fire rages in Florida.,Wildfire,High
2024-02-16 17:02,Power out and trees down everywhere in New York. This hurricane is no joke.,Hurricane,Low
2024-08-02 13:01,Vaccination centers in Nevada are overwhelmed with long queues.,Pandemic,High
2024-07-08 04:25,Vaccination centers in Brazil are overwhelmed with long queues.,Pandemic,High
2023-06-10 14:01,Sky is filled with smoke as forest fire rages in Turkey.,Wildfire,Low
2023-08-01 16:38,Massive earthquake reported near Philippines. Buildings are damaged and people are panicking.,Earthquake,Low
2023-01-24 19:23,Heavy rains trigger landslides in hilly areas of Japan.,Landslide,Low
2023-07-20 03:24,Black smoke billowing from the explosion site in California.,Explosion,High
2023-06-13 17:25,Evacuation orders in effect due to the fire near New York.,Wildfire,Low
2024-01-27 11:23,COVID-19 cases rising again in California. Please wear masks and stay safe.,Pandemic,Medium
2023-07-30 04:52,Roads in Japan are completely submerged after hours of heavy rain. #flood,Flood,High
2023-05-03 11:39,Flash flood warning issued in California. Residents advised to evacuate.,Flood,Low
2024-07-22 12:25,COVID-19 cases rising again in Texas. Please wear masks and stay safe.,Pandemic,Low
2023-11-30 00:16,Just felt the ground shake in India! Hope everyone's okay. #earthquake,Earthquake,High
2024-02-16 21:27,Homes buried under debris after landslide hits California.,Landslide,Medium
2024-06-24 16:26,Vaccination centers in Texas are overwhelmed with long queues.,Pandemic,Low
2024-07-16 13:14,Roads in India are completely submerged after hours of heavy rain. #flood,Flood,Low
2024-07-11 17:24,"Hurricane approaching India, winds are getting stronger by the minute.",Hurricane,Medium
2023-12-27 16:13,"New variant detected in New York, authorities issue new safety guidelines.",Pandemic,High
2024-02-05 07:09,COVID-19 cases rising again in Brazil. Please wear masks and stay safe.,Pandemic,High
2024-01-07 22:58,Major damage reported in Brazil after hurricane landfall. #storm,Hurricane,Low
2023-03-24 10:30,Massive earthquake reported near Japan. Buildings are damaged and people are panicking.,Earthquake,High
2024-02-22 00:54,Wildfire spreading rapidly through Brazil. Stay safe everyone. #firealert,Wildfire,Medium
2023-03-25 03:54,Roads in Turkey are completely submerged after hours of heavy rain. #flood,Flood,High
2023-07-15 01:41,Roads in Nevada are completely submerged after hours of heavy rain. #flood,Flood,Low
2024-07-18 10:04,Loud explosion heard near downtown Turkey. Emergency services en route.,Explosion,High
2024-01-31 11:28,Evacuation orders in effect due to the fire near Florida.,Wildfire,Low
2024-08-22 11:54,Wildfire spreading rapidly through Philippines. Stay safe everyone. #firealert,Wildfire,Medium
2023-09-25 03:22,Wildfire spreading rapidly through Texas. Stay safe everyone. #firealert,Wildfire,Medium
2024-01-30 16:53,Sky is filled with smoke as forest fire rages in Japan.,Wildfire,Low
2024-08-22 00:10,Roads in Brazil are completely submerged after hours of heavy rain. #flood,Flood,High
2024-07-05 01:47,"Landslide blocks main road in New York, travelers stranded.",Landslide,Medium
2023-01-31 07:11,Vaccination centers in Texas are overwhelmed with long queues.,Pandemic,High
2024-07-07 10:02,"New variant detected in Japan, authorities issue new safety guidelines.",Pandemic,High
2024-06-07 13:05,Major damage reported in Texas after hurricane landfall. #storm,Hurricane,Low
2023-11-18 09:26,Vaccination centers in Japan are overwhelmed with long queues.,Pandemic,High
2023-06-09 03:17,"Landslide blocks main road in Japan, travelers stranded.",Landslide,Low
2023-11-06 14:07,Massive explosion reported at the chemical plant in Japan. Stay away!,Explosion,High
2023-03-16 13:51,Aftershocks continue to rattle Florida following the initial quake.,Earthquake,High
2024-06-19 22:20,Just felt the ground shake in Florida! Hope everyone's okay. #earthquake,Earthquake,Medium
2024-08-27 10:32,Black smoke billowing from the explosion site in New York.,Explosion,Low
2024-04-20 23:44,Sky is filled with smoke as forest fire rages in Brazil.,Wildfire,High
2024-07-01 02:42,"Hurricane approaching Nevada, winds are getting stronger by the minute.",Hurricane,High
2023-06-30 05:55,Roads in Turkey are completely submerged after hours of heavy rain. #flood,Flood,High
2023-08-05 18:50,Black smoke billowing from the explosion site in India.,Explosion,Medium
2024-09-29 00:24,Vaccination centers in New York are overwhelmed with long queues.,Pandemic,Medium
2023-01-24 11:16,COVID-19 cases rising again in Turkey. Please wear masks and stay safe.,Pandemic,High
2023-11-24 11:38,"Water levels are rising fast in Turkey, homes are being flooded.",Flood,High
2023-07-11 09:01,Just felt the ground shake in Japan! Hope everyone's okay. #earthquake,Earthquake,High
2023-09-11 19:49,Loud explosion heard near downtown Japan. Emergency services en route.,Explosion,Medium
2024-09-19 20:01,Evacuation orders in effect due to the fire near California.,Wildfire,Medium
2024-08-17 17:21,Major damage reported in Texas after hurricane landfall. #storm,Hurricane,High
2023-03-05 08:08,"Landslide blocks main road in Japan, travelers stranded.",Landslide,Medium
2023-11-16 17:18,Massive earthquake reported near Texas. Buildings are damaged and people are panicking.,Earthquake,High
2024-09-22 02:02,Major damage reported in Turkey after hurricane landfall. #storm,Hurricane,Medium
2023-03-27 11:28,Wildfire spreading rapidly through Japan. Stay safe everyone. #firealert,Wildfire,High
2024-07-18 19:08,"New variant detected in Japan, authorities issue new safety guidelines.",Pandemic,Medium
2024-08-14 04:47,Loud explosion heard near downtown New York. Emergency services en route.,Explosion,High
2023-06-22 12:55,Evacuation orders in effect due to the fire near Nevada.,Wildfire,Medium
2023-06-02 19:53,Massive earthquake reported near Turkey. Buildings are damaged and people are panicking.,Earthquake,Low
2024-08-13 08:03,COVID-19 cases rising again in Brazil. Please wear masks and stay safe.,Pandemic,High
2024-06-21 02:43,Heavy rains trigger landslides in hilly areas of Brazil.,Landslide,High
2024-05-16 19:28,Wildfire spreading rapidly through Philippines. Stay safe everyone. #firealert,Wildfire,Medium
2023-09-13 07:43,COVID-19 cases rising again in Texas. Please wear masks and stay safe.,Pandemic,Medium
2024-09-18 23:54,"Landslide blocks main road in India, travelers stranded.",Landslide,Medium
2024-06-01 13:19,"New variant detected in Texas, authorities issue new safety guidelines.",Pandemic,Low
2024-03-20 09:05,"Hurricane approaching Turkey, winds are getting stronger by the minute.",Hurricane,Medium
2024-04-05 18:28,Major damage reported in Philippines after hurricane landfall. #storm,Hurricane,High
2023-11-08 18:45,Aftershocks continue to rattle Texas following the initial quake.,Earthquake,High
2023-05-01 20:44,Sky is filled with smoke as forest fire rages in Nevada.,Wildfire,Medium
2024-03-24 16:01,Massive explosion reported at the chemical plant in Philippines. Stay away!,Explosion,High
2023-04-12 09:18,Roads in Japan are completely submerged after hours of heavy rain. #flood,Flood,High
2024-07-25 12:14,Evacuation orders in effect due to the fire near India.,Wildfire,Low
2023-05-31 10:56,COVID-19 cases rising again in Brazil. Please wear masks and stay safe.,Pandemic,Low
2024-08-15 09:27,Just felt the ground shake in India! Hope everyone's okay. #earthquake,Earthquake,Low
2023-05-31 16:35,Aftershocks continue to rattle Florida following the initial quake.,Earthquake,Low
2024-08-09 12:05,"Water levels are rising fast in Brazil, homes are being flooded.",Flood,High
2023-02-13 05:21,Heavy rains trigger landslides in hilly areas of Florida.,Landslide,High
2024-02-20 02:46,"New variant detected in Philippines, authorities issue new safety guidelines.",Pandemic,Medium
2023-09-13 10:56,COVID-19 cases rising again in New York. Please wear masks and stay safe.,Pandemic,Medium
2024-01-23 14:16,Just felt the ground shake in Japan! Hope everyone's okay. #earthquake,Earthquake,Medium
2023-07-24 16:19,Black smoke billowing from the explosion site in India.,Explosion,Low
2024-03-10 14:50,Massive earthquake reported near Texas. Buildings are damaged and people are panicking.,Earthquake,Low
2024-01-28 07:39,Roads in Turkey are completely submerged after hours of heavy rain. #flood,Flood,Low
2023-05-03 14:36,Loud explosion heard near downtown Florida. Emergency services en route.,Explosion,High
2023-08-24 16:15,Black smoke billowing from the explosion site in Brazil.,Explosion,High
2024-05-27 16:13,"Landslide blocks main road in India, travelers stranded.",Landslide,Low
2023-08-02 02:09,Flash flood warning issued in India. Residents advised to evacuate.,Flood,Low
2024-02-22 01:16,Black smoke billowing from the explosion site in Turkey.,Explosion,High
2023-07-14 16:09,"Hurricane approaching Philippines, winds are getting stronger by the minute.",Hurricane,High
2024-09-16 18:55,Aftershocks continue to rattle New York following the initial quake.,Earthquake,High
2024-01-10 14:03,Roads in Texas are completely submerged after hours of heavy rain. #flood,Flood,Low
2024-10-17 11:21,"New variant detected in Brazil, authorities issue new safety guidelines.",Pandemic,High
2024-05-09 15:36,Heavy rains trigger landslides in hilly areas of Japan.,Landslide,Low
2024-08-16 14:19,Massive explosion reported at the chemical plant in Texas. Stay away!,Explosion,Low
2023-03-11 08:10,Loud explosion heard near downtown Brazil. Emergency services en route.,Explosion,High
2023-04-09 17:35,"Landslide blocks main road in Brazil, travelers stranded.",Landslide,High
2024-06-30 04:50,"Hurricane approaching Japan, winds are getting stronger by the minute.",Hurricane,Medium
2024-07-26 02:56,Black smoke billowing from the explosion site in Turkey.,Explosion,High
2023-10-27 17:09,"Landslide blocks main road in Philippines, travelers stranded.",Landslide,High
2024-10-31 00:38,Just felt the ground shake in Texas! Hope everyone's okay. #earthquake,Earthquake,High
2023-02-13 04:05,Massive explosion reported at the chemical plant in Japan. Stay away!,Explosion,Medium
2023-07-21 22:34,Loud explosion heard near downtown New York. Emergency services en route.,Explosion,High
2024-09-23 08:45,"Water levels are rising fast in Nevada, homes are being flooded.",Flood,High
2024-04-22 14:37,Just felt the ground shake in India! Hope everyone's okay. #earthquake,Earthquake,High
2023-04-03 09:31,Major damage reported in Texas after hurricane landfall. #storm,Hurricane,Low
2024-05-25 18:19,Black smoke billowing from the explosion site in Brazil.,Explosion,Low
2024-09-22 15:49,Wildfire spreading rapidly through Texas. Stay safe everyone. #firealert,Wildfire,High
2023-04-07 14:56,Just felt the ground shake in Brazil! Hope everyone's okay. #earthquake,Earthquake,Medium
2023-07-01 19:25,Aftershocks continue to rattle India following the initial quake.,Earthquake,Medium
2023-04-17 11:47,Just felt the ground shake in Turkey! Hope everyone's okay. #earthquake,Earthquake,Medium
2024-06-02 00:31,Aftershocks continue to rattle Japan following the initial quake.,Earthquake,High
2023-08-23 13:02,"Water levels are rising fast in California, homes are being flooded.",Flood,High
2024-08-26 06:46,"Landslide blocks main road in Texas, travelers stranded.",Landslide,Medium
2023-06-30 06:19,Wildfire spreading rapidly through Florida. Stay safe everyone. #firealert,Wildfire,Low
2024-07-08 11:42,"New variant detected in New York, authorities issue new safety guidelines.",Pandemic,Low
2024-09-06 06:12,Massive earthquake reported near Brazil. Buildings are damaged and people are panicking.,Earthquake,Low
2024-05-07 10:03,"New variant detected in California, authorities issue new safety guidelines.",Pandemic,Medium
2023-12-23 09:54,Flash flood warning issued in New York. Residents advised to evacuate.,Flood,Low
2023-04-14 12:37,Evacuation orders in effect due to the fire near Japan.,Wildfire,Medium
2024-02-25 11:14,Power out and trees down everywhere in Philippines. This hurricane is no joke.,Hurricane,Medium
2024-04-05 12:01,Power out and trees down everywhere in Nevada. This hurricane is no joke.,Hurricane,Low
2023-07-15 16:10,Major damage reported in India after hurricane landfall. #storm,Hurricane,Medium
2024-04-02 03:49,Massive explosion reported at the chemical plant in Brazil. Stay away!,Explosion,High
2023-10-29 15:06,Power out and trees down everywhere in Brazil. This hurricane is no joke.,Hurricane,Medium
2023-10-01 04:36,"Hurricane approaching Japan, winds are getting stronger by the minute.",Hurricane,High
2023-11-26 03:07,Sky is filled with smoke as forest fire rages in Florida.,Wildfire,High
2023-02-24 23:44,Massive earthquake reported near Florida. Buildings are damaged and people are panicking.,Earthquake,Low
2024-04-06 09:26,Power out and trees down everywhere in Turkey. This hurricane is no joke.,Hurricane,Low
2024-08-01 14:37,Massive explosion reported at the chemical plant in Nevada. Stay away!,Explosion,Medium
2024-10-02 21:18,Massive earthquake reported near Brazil. Buildings are damaged and people are panicking.,Earthquake,Medium
2024-07-13 21:13,"New variant detected in Nevada, authorities issue new safety guidelines.",Pandemic,High
2023-03-09 18:56,Massive earthquake reported near India. Buildings are damaged and people are panicking.,Earthquake,Low
2023-10-21 08:19,Massive explosion reported at the chemical plant in Turkey. Stay away!,Explosion,Low
2024-01-11 10:59,Loud explosion heard near downtown Texas. Emergency services en route.,Explosion,Medium
2024-06-29 23:44,Vaccination centers in Brazil are overwhelmed with long queues.,Pandemic,High
2023-07-22 14:20,Aftershocks continue to rattle California following the initial quake.,Earthquake,High
2024-05-20 20:49,Heavy rains trigger landslides in hilly areas of Brazil.,Landslide,Low
2024-11-12 19:39,Loud explosion heard near downtown Philippines. Emergency services en route.,Explosion,Medium
2024-09-30 20:13,COVID-19 cases rising again in India. Please wear masks and stay safe.,Pandemic,Medium
2023-09-26 17:59,Massive earthquake reported near New York. Buildings are damaged and people are panicking.,Earthquake,Medium
2023-11-28 02:22,Black smoke billowing from the explosion site in Nevada.,Explosion,Medium
2024-11-22 22:53,Homes buried under debris after landslide hits California.,Landslide,Low
2023-12-22 09:11,Just felt the ground shake in Turkey! Hope everyone's okay. #earthquake,Earthquake,Low
2023-08-27 07:47,Evacuation orders in effect due to the fire near Philippines.,Wildfire,Medium
2024-02-28 18:24,Vaccination centers in California are overwhelmed with long queues.,Pandemic,Medium
2023-01-02 19:13,Just felt the ground shake in California! Hope everyone's okay. #earthquake,Earthquake,Low
2024-09-24 17:15,Evacuation orders in effect due to the fire near Philippines.,Wildfire,High
2024-09-08 21:19,Loud explosion heard near downtown Texas. Emergency services en route.,Explosion,Medium
2024-06-17 13:16,Evacuation orders in effect due to the fire near Nevada.,Wildfire,Medium
2023-03-09 19:46,Vaccination centers in California are overwhelmed with long queues.,Pandemic,High
2024-06-16 05:57,Just felt the ground shake in Florida! Hope everyone's okay. #earthquake,Earthquake,Low
2023-11-30 19:58,Wildfire spreading rapidly through India. Stay safe everyone. #firealert,Wildfire,Medium
2024-04-07 06:38,Heavy rains trigger landslides in hilly areas of Brazil.,Landslide,Medium
2024-04-28 14:45,Major damage reported in India after hurricane landfall. #storm,Hurricane,Low
2024-05-22 18:00,Power out and trees down everywhere in Turkey. This hurricane is no joke.,Hurricane,High
2023-09-18 20:23,Power out and trees down everywhere in India. This hurricane is no joke.,Hurricane,Medium
2024-09-11 00:41,"Landslide blocks main road in India, travelers stranded.",Landslide,High
2023-02-16 02:47,Massive explosion reported at the chemical plant in India. Stay away!,Explosion,High
2024-08-02 09:28,Just felt the ground shake in India! Hope everyone's okay. #earthquake,Earthquake,Low
2024-01-25 03:44,Power out and trees down everywhere in Philippines. This hurricane is no joke.,Hurricane,Medium
2023-10-17 14:35,Flash flood warning issued in Florida. Residents advised to evacuate.,Flood,Low
2023-06-08 14:51,COVID-19 cases rising again in New York. Please wear masks and stay safe.,Pandemic,Medium
2023-11-09 20:33,Flash flood warning issued in Japan. Residents advised to evacuate.,Flood,Medium
2024-08-23 15:15,Flash flood warning issued in New York. Residents advised to evacuate.,Flood,Low
2023-06-04 06:22,Massive explosion reported at the chemical plant in Florida. Stay away!,Explosion,Low
2023-12-27 05:46,Major damage reported in Philippines after hurricane landfall. #storm,Hurricane,Low
2023-08-24 02:28,Heavy rains trigger landslides in hilly areas of Turkey.,Landslide,Medium
2024-08-26 04:21,Heavy rains trigger landslides in hilly areas of India.,Landslide,High
2023-07-26 12:08,Vaccination centers in New York are overwhelmed with long queues.,Pandemic,High
2023-09-03 22:41,Evacuation orders in effect due to the fire near Nevada.,Wildfire,High
2024-02-03 12:56,Massive explosion reported at the chemical plant in New York. Stay away!,Explosion,Medium
2024-02-25 20:07,Flash flood warning issued in New York. Residents advised to evacuate.,Flood,Medium
2023-04-06 02:17,Evacuation orders in effect due to the fire near California.,Wildfire,High
2024-02-17 06:03,Black smoke billowing from the explosion site in Texas.,Explosion,Medium
2024-09-12 17:09,Heavy rains trigger landslides in hilly areas of California.,Landslide,High
2023-12-20 09:53,"Landslide blocks main road in New York, travelers stranded.",Landslide,High
2024-07-28 00:36,Black smoke billowing from the explosion site in Japan.,Explosion,High
2023-09-08 07:17,Black smoke billowing from the explosion site in India.,Explosion,Low
2024-10-13 02:29,Wildfire spreading rapidly through New York. Stay safe everyone. #firealert,Wildfire,Medium
2024-05-12 00:27,Just felt the ground shake in Texas! Hope everyone's okay. #earthquake,Earthquake,Medium
2024-07-09 01:21,COVID-19 cases rising again in New York. Please wear masks and stay safe.,Pandemic,High
2023-02-03 10:54,COVID-19 cases rising again in Japan. Please wear masks and stay safe.,Pandemic,High
2023-03-14 12:11,"Water levels are rising fast in Brazil, homes are being flooded.",Flood,High
2024-03-31 23:16,Just felt the ground shake in India! Hope everyone's okay. #earthquake,Earthquake,Medium
2024-07-24 19:27,Aftershocks continue to rattle Brazil following the initial quake.,Earthquake,Low
2024-09-01 06:25,Aftershocks continue to rattle New York following the initial quake.,Earthquake,High
2023-12-01 15:46,"New variant detected in Japan, authorities issue new safety guidelines.",Pandemic,Low
2023-01-12 20:32,Vaccination centers in Philippines are overwhelmed with long queues.,Pandemic,Medium
2023-04-01 11:12,Major damage reported in India after hurricane landfall. #storm,Hurricane,High
2024-11-07 19:01,"New variant detected in Philippines, authorities issue new safety guidelines.",Pandemic,Medium
2024-09-16 12:32,Vaccination centers in Japan are overwhelmed with long queues.,Pandemic,Low
2023-04-26 00:57,Massive earthquake reported near India. Buildings are damaged and people are panicking.,Earthquake,Medium
2023-11-18 08:01,Sky is filled with smoke as forest fire rages in Turkey.,Wildfire,High
2023-11-29 10:13,Flash flood warning issued in Florida. Residents advised to evacuate.,Flood,Low
2023-01-01 11:48,Loud explosion heard near downtown New York. Emergency services en route.,Explosion,High
2023-11-08 12:20,Massive explosion reported at the chemical plant in India. Stay away!,Explosion,Medium
2023-05-28 07:46,Loud explosion heard near downtown Brazil. Emergency services en route.,Explosion,Medium
2024-05-16 10:00,Evacuation orders in effect due to the fire near California.,Wildfire,Low
2024-10-24 05:02,Roads in Brazil are completely submerged after hours of heavy rain. #flood,Flood,High
2023-04-07 01:20,Power out and trees down everywhere in Japan. This hurricane is no joke.,Hurricane,Low
2024-10-04 08:38,Black smoke billowing from the explosion site in Florida.,Explosion,High
2024-04-18 07:31,Heavy rains trigger landslides in hilly areas of Philippines.,Landslide,High
2023-08-08 19:28,Vaccination centers in Nevada are overwhelmed with long queues.,Pandemic,Low
2023-04-26 18:19,"Water levels are rising fast in India, homes are being flooded.",Flood,Medium
2024-09-28 17:39,Flash flood warning issued in Philippines. Residents advised to evacuate.,Flood,Low
2024-11-10 04:33,Roads in Brazil are completely submerged after hours of heavy rain. #flood,Flood,Low
2024-09-30 07:36,Roads in Turkey are completely submerged after hours of heavy rain. #flood,Flood,Low
2023-07-19 12:50,COVID-19 cases rising again in California. Please wear masks and stay safe.,Pandemic,High
2023-03-09 23:14,Heavy rains trigger landslides in hilly areas of California.,Landslide,Low
2024-04-21 15:45,Sky is filled with smoke as forest fire rages in Brazil.,Wildfire,Low
2023-09-20 11:03,Roads in Japan are completely submerged after hours of heavy rain. #flood,Flood,Medium
2023-07-02 07:52,Aftershocks continue to rattle Turkey following the initial quake.,Earthquake,Low
2023-03-02 00:24,Flash flood warning issued in Texas. Residents advised to evacuate.,Flood,Medium
2023-09-28 18:26,Black smoke billowing from the explosion site in Brazil.,Explosion,Medium
2024-04-28 21:07,Heavy rains trigger landslides in hilly areas of Japan.,Landslide,Medium
2024-10-20 03:03,COVID-19 cases rising again in Texas. Please wear masks and stay safe.,Pandemic,High
2024-04-17 12:32,Heavy rains trigger landslides in hilly areas of New York.,Landslide,High
2023-05-01 12:45,Just felt the ground shake in Philippines! Hope everyone's okay. #earthquake,Earthquake,High
2023-10-16 14:34,"Landslide blocks main road in Japan, travelers stranded.",Landslide,Medium
2024-03-31 13:13,Vaccination centers in Philippines are overwhelmed with long queues.,Pandemic,High
2023-08-11 11:09,Power out and trees down everywhere in Texas. This hurricane is no joke.,Hurricane,Medium
2024-06-12 15:33,Black smoke billowing from the explosion site in Philippines.,Explosion,Medium
2024-05-24 07:37,COVID-19 cases rising again in Brazil. Please wear masks and stay safe.,Pandemic,High
2024-07-03 22:38,Massive earthquake reported near Texas. Buildings are damaged and people are panicking.,Earthquake,High
2023-06-20 11:57,Sky is filled with smoke as forest fire rages in Florida.,Wildfire,Medium
2023-11-09 13:21,Black smoke billowing from the explosion site in Japan.,Explosion,High
2024-04-22 07:26,Aftershocks continue to rattle Texas following the initial quake.,Earthquake,Low
2023-03-08 09:49,Wildfire spreading rapidly through Philippines. Stay safe everyone. #firealert,Wildfire,Medium
2024-05-27 10:00,Aftershocks continue to rattle Brazil following the initial quake.,Earthquake,Low
2023-03-11 07:27,Flash flood warning issued in Nevada. Residents advised to evacuate.,Flood,Medium
2023-01-01 18:59,Black smoke billowing from the explosion site in Brazil.,Explosion,High
2023-06-05 09:48,COVID-19 cases rising again in California. Please wear masks and stay safe.,Pandemic,Low
2023-12-14 04:48,"Hurricane approaching Turkey, winds are getting stronger by the minute.",Hurricane,High
2023-02-26 18:04,Evacuation orders in effect due to the fire near Philippines.,Wildfire,Medium
2023-04-07 15:05,Evacuation orders in effect due to the fire near California.,Wildfire,High
2024-03-08 07:18,Flash flood warning issued in Japan. Residents advised to evacuate.,Flood,Low
2023-06-14 16:58,Loud explosion heard near downtown Japan. Emergency services en route.,Explosion,Low
2024-01-14 05:56,Black smoke billowing from the explosion site in Philippines.,Explosion,High
2024-05-10 03:33,Roads in Japan are completely submerged after hours of heavy rain. #flood,Flood,Medium
2023-11-21 02:06,Massive earthquake reported near Brazil. Buildings are damaged and people are panicking.,Earthquake,Medium
2023-01-07 18:18,Evacuation orders in effect due to the fire near Turkey.,Wildfire,High
2023-01-06 20:54,"New variant detected in India, authorities issue new safety guidelines.",Pandemic,Medium
2024-05-21 12:26,Aftershocks continue to rattle Turkey following the initial quake.,Earthquake,High
2023-09-08 04:23,"Water levels are rising fast in Nevada, homes are being flooded.",Flood,Low
2024-08-18 00:00,Sky is filled with smoke as forest fire rages in Nevada.,Wildfire,Low
2023-03-29 19:31,Power out and trees down everywhere in New York. This hurricane is no joke.,Hurricane,High
2024-09-18 11:32,"Hurricane approaching California, winds are getting stronger by the minute.",Hurricane,Medium
2023-11-04 12:28,Sky is filled with smoke as forest fire rages in Brazil.,Wildfire,Low
2024-05-20 09:04,COVID-19 cases rising again in Nevada. Please wear masks and stay safe.,Pandemic,High
2023-04-07 05:55,Loud explosion heard near downtown Brazil. Emergency services en route.,Explosion,High
2023-12-14 20:25,Wildfire spreading rapidly through Nevada. Stay safe everyone. #firealert,Wildfire,Medium
2023-02-21 13:48,Loud explosion heard near downtown California. Emergency services en route.,Explosion,High
2023-06-16 17:08,COVID-19 cases rising again in Japan. Please wear masks and stay safe.,Pandemic,Medium
2023-10-06 22:37,Roads in Brazil are completely submerged after hours of heavy rain. #flood,Flood,Low
2023-03-07 01:10,Vaccination centers in New York are overwhelmed with long queues.,Pandemic,Medium
2024-06-16 03:00,COVID-19 cases rising again in Brazil. Please wear masks and stay safe.,Pandemic,Medium
2024-08-09 21:06,Evacuation orders in effect due to the fire near California.,Wildfire,Medium
2023-03-16 14:02,Heavy rains trigger landslides in hilly areas of Nevada.,Landslide,Medium
2023-03-17 03:34,Wildfire spreading rapidly through Brazil. Stay safe everyone. #firealert,Wildfire,Medium
2023-08-17 04:12,Power out and trees down everywhere in California. This hurricane is no joke.,Hurricane,High
2023-09-25 15:36,Roads in Nevada are completely submerged after hours of heavy rain. #flood,Flood,Low
2024-10-03 12:23,Just felt the ground shake in Japan! Hope everyone's okay. #earthquake,Earthquake,Medium
2023-08-06 21:51,Evacuation orders in effect due to the fire near Texas.,Wildfire,Medium
2023-04-10 20:30,Roads in New York are completely submerged after hours of heavy rain. #flood,Flood,Low
2023-10-06 16:32,Heavy rains trigger landslides in hilly areas of Philippines.,Landslide,High
2024-07-17 05:12,"Water levels are rising fast in Texas, homes are being flooded.",Flood,Medium
2024-08-15 06:38,Massive explosion reported at the chemical plant in Nevada. Stay away!,Explosion,Medium
2024-07-02 10:23,Black smoke billowing from the explosion site in Nevada.,Explosion,Low
2024-09-28 18:56,Massive explosion reported at the chemical plant in New York. Stay away!,Explosion,Medium
2023-04-07 22:53,Major damage reported in Brazil after hurricane landfall. #storm,Hurricane,Medium
2024-04-12 04:21,Evacuation orders in effect due to the fire near Nevada.,Wildfire,Low
2023-04-15 00:32,Wildfire spreading rapidly through Nevada. Stay safe everyone. #firealert,Wildfire,Medium
2023-02-19 19:34,Flash flood warning issued in California. Residents advised to evacuate.,Flood,Low
2024-01-22 07:18,Massive explosion reported at the chemical plant in Texas. Stay away!,Explosion,High
2024-02-15 04:13,Loud explosion heard near downtown Brazil. Emergency services en route.,Explosion,High
2023-01-07 04:06,Sky is filled with smoke as forest fire rages in New York.,Wildfire,High
2024-03-20 10:06,"Hurricane approaching Brazil, winds are getting stronger by the minute.",Hurricane,High
2024-04-18 07:55,"Hurricane approaching New York, winds are getting stronger by the minute.",Hurricane,High
2023-04-30 12:08,"Hurricane approaching Japan, winds are getting stronger by the minute.",Hurricane,High
2023-11-17 11:17,Evacuation orders in effect due to the fire near Turkey.,Wildfire,High
2023-09-13 17:27,"Landslide blocks main road in New York, travelers stranded.",Landslide,Medium
2024-06-10 01:24,Sky is filled with smoke as forest fire rages in Nevada.,Wildfire,Low
